News Site,Article Title,Article Text
foxnews,New York City school cafeterias may get letter grades like restaurants,"School lunch food isn't usually considered gourmet cuisine but cafeterias in New York City may start getting graded-- just like restaurants.
Elected officials in the Big Apple want cafeterias in city schools to post letter grades just like restaurants in the city, reports DNAInfo. Those ratings are intended to reveal if the kitchens are kept up to code in terms of safety and sanitary conditions.
State senators from the Independent Democratic Committee (IDC) say their proposed legislation would require the Health Department-- which already inspects school cafeterias-- to make their inspections public by giving letter grades to the schools. Those schools would then be required to post the kitchen grade in an area that is publicly visible to kids and any visiting parents.
NEARLY 30 PERCENT OF LOS ANGELES FOOD TRUCKS FACE SANITATION PROBLEMS, REPORT FINDS
The legislative push comes after new City Health Department records, obtained by the IDC, showed unsanitary conditions at 13 percent of school cafeterias surveyed. In the last fiscal year, 395 out of 2,976 completed inspections resulted in a sanitation grade of B or worse, the New York Daily News reported.
Out of those reviewed, 320 cafeterias had 442 mouse-related health violations, 136 schools had 155 fly-related violations and, in four schools, evidence of rats was discovered.
School cafeterias in Brooklyn were the most affected and they also led in the amount of violations for mice, flies, roaches and pests.
â€œMany young people have their basic meals at the school cafeteria ... and I think itâ€™s extremely important we know how clean or how dirty those cafeterias are,â€ù State Senator Jeff Klein, who heads the IDC, said amid the report's release.
â€œWe expect our kids to get Aâ€™s and we should expect the cafeterias that feed them to work just as hard to make the grade,â€ù an IDC report said. â€œIt begs the question why the city is more transparent about the performance of private restaurants than with its own performance in keeping those kitchens we utilize to feed students clean.â€ù
CHIPOTLE'S STRUGGLES CONTINUE AS COMPETITORS MOVE IN
But there's good news for the majority of kids who eat meals at school cafeterias. If graded, 86 percent of cafeterias in the study would have received an A under the standards the Health Department applies to restaurants currently.
Health Department officials say they are are reviewing the proposed legislation and hope to to ""work closely together [with the Department of Education] to correct violations quickly."""
foxnews,Caught on video: Wildebeest 'revives' dying friend,"This isnâ€™t something you normally see in the wild.
A tourist captured on video a wildebeest helping bring its dying friend back to life as it lay on the side of a road in South Africa.
NEW SPIDER SPECIES DISCOVERED IN INDIANA
Bradley Ballantyne, 46, told LatestSightings.com that he saw the scene unfold in Martloth Park, just outside of Kruger National Park, one of the countryâ€™s most popular wildlife viewing spots. It's unclear when it took place, but the video appeared online this week.
The footage showed one wildebeest trying to push the other back to its feet.
â€œI kept recording, and to my amazement the 'dead' animal got to its feet and they both ran away,â€ù Ballantyne told the website. â€œThe animals bolted past my car, I drove after them for a few seconds but they ran into thick bush and was unable to follow them.â€ù
Ballantyne said he later heard from a source in the park that the animal had to be euthanized by rangers â€œdue to the extent of its injuries and its inability to walk properly.â€ù"
foxnews,"After new regulations, Oklahoma's earthquakes calm down a bit","The rate of earthquakes in Oklahoma has dropped dramatically since late May, when the state limited wastewater injections into energy wells, an Associated Press statistical analysis shows. And a new scientific study says the state is on its way back to calmer times that prevailed before a huge jump in man-made quakes.
For quake-prone parts of Oklahoma, the state ordered what is essentially a 40 percent reduction in injection of the saltwater that scientists generally blame for the massive increase in earthquakes. This year, before the new rules went into effect on May 28, Oklahoma averaged 2.3 quakes a day. Since then the average dropped to 1.3 a day, based on AP's analysis of U.S. Geological Survey data of earthquakes of magnitude 3.0 or larger. But some of those fewer post-regulatory quakes have been large and damaging.
""Definitely the rate of quakes have gone down,"" said USGS geophysicist Robert Williams. ""At the same time we had more magnitude 5s this year than ever before historically in Oklahoma. It's good news on one hand. It's heading in the right direction, but troubling to see these large damaging quakes in Pawnee and Cushing.""
Over the last couple years, scientists have linked a dramatic increase in earthquakes in Oklahoma, Kansas and Texas to the practice of injecting wastewater from hydraulic fracturing, or fracking, back underground after drilling for oil and gas. Higher volumes of wastewater injected are connected to more quakes with the fluids adding more pressure to tiny faults. After Kansas regulated wastewater volume in March 2015, a January AP analysis showed that Kansas felt fewer quakes, while less-regulated Oklahoma got more. In response, Oklahoma announced new regulations.
This November, Oklahoma had an average of less than a quake per day, though a 5.0 magnitude quake shook the vulnerable Cushing area where massive oil reserves are stored.
""The trend is obvious,"" said Stanford University professor William Ellsworth. He said the AP numbers were similar, but not identical to a trend he calculated using a different database and different size earthquakes. He said the new regulations were partly responsible for the falloff in earthquakes, but he noted there also has been less drilling because of a crash in oil prices.
Williams of USGS said it is important to put even the reduced one-a-day quakes in context. Before 2009, Oklahoma averaged one magnitude 3.0 earthquake a year; now it is good news that the rate is down to one a day, he said. In 2015, Oklahoma averaged 2.3 magnitude 3.0 or larger quakes a day. In 2014, it was 1.6 per day.
A study published Wednesday in the journal Science Advances by a different Stanford seismologist, Mark Zoback, saw the reduction in Oklahoma quakes and used intricate computer simulations to show that the rate of earthquakes will continue to go down and eventually return to near pre-2009 levels. Williams and Ellsworth, who weren't part of the study, said Zoback's work made sense.
""We're not out of the woods yet. There is still a possibility for potentially damaging earthquakes,"" Zoback said. ""It's going to take a few years for the situation to return to normal.""
Oklahoma officials said they plan to continue the regulations and are expected to release a new directive in the next couple of weeks for the 15,000-square-mile area where strong quakes rattled Pawnee and Cushing.
""Obviously the goal is to bring seismicity down to what, for Oklahoma, would be considered a normal level. That's the goal,"" said Matt Skinner, a spokesman for the Oklahoma Corporation Commission, the agency that oversees oil and gas operations. ""Things will take time, but we're going to move ahead with actions that will hopefully make that time sooner rather than later.""
Oklahoma has had three quakes magnitude 5.0 or larger since 2014, and two of them occurred after the May regulations took effect: The September 5.8 in Pawnee and the November quake in Cushing.
Pent-up pressure may be partly to blame, Zoback said. And Williams noted some injecting continues.
Mainly, though, ""we don't understand the plumbing down there,"" Williams said."
foxnews,New app hopes to become the Tinder of air travel,
foxnews,'On the Record' signs off for the final time,
foxnews,Michael Goodwin: Trump says 'thank you' to everyday Americans while Clinton parties with the plutocrats,"The New York Post report that Hillary Clinton is throwing a party to thank big donors presents a nice contrast with Donald Trump.
Heâ€™s holding huge rallies around the nation to say thank you to tens of thousands of everyday Americans, while Hillary huddles with a few plutocrats in Manhattan.
By the way, reports say she spent about $1 billion to lose, perhaps 10 times what Trump spent. Maybe she plans to disclose where the money went.
Fat chance.
To continue reading Michael Goodwin's column in the New York Post, click here.
Michael Goodwin is a Fox News contributor and New York Post columnist."
foxnews,700+ Murders: Have Chicago Politicians Gone 'Fetal'?,"By John Kass | Chicago Tribune
How bad is the bloody violence in Chicago, where more than 700 people have been murdered so far this year and thousands have been shot in the street gang wars?
The gangs keep shooting, the survivors mourn, police morale is down, anti-police sentiment is up and the mayor says some cops have gone fetal.
And the politicians do nothing in the bloody city. Street gang violence in Chicago is as bad, if not worse, than the record-setting death years of the 1990s.
But there is no penalty for Democratic politicians who sit back in the Democratic city and do nothing to compel tougher sentences for gun crimes to keep the most aggressive shooters off the streets."
foxnews,Door from Walmart founder's first store to be donated to the Smithsonian,"The first store opened by Walmart's founder is getting the Julia Child kitchen treatmentâ€”at least a symbolic part of it. The iconic American brand has announced it will be donating the doors from Sam Waltonâ€™s first Arkansas outpost to Smithsonianâ€™s National Museum of American History in Washington, D.C.
Sam Walton opened his first Ben Franklin variety store in Newport, Ark. in 1945. After being in business for five years, Walton had to relocate when his landlord refused to renew his lease. According to the Walmart Museum, Walton relocated the store to Bentonville, and within the first year he was commanding impressive six-figure sales.
Related Image Expand / Contract The original Ben Franklin variety store in Newport, Ark. in 1945. (Photo courtesy of The Walmart Museum)
After the Arkansas store proved successful, Bud Walton, Samâ€™s brother, opened a second outpost in Ruskin Heights, Mo., a Kansas City suburb. In 1962, Sam Walton opened his first eponymous Wal-Mart after successfully managing nine Ben Franklin stores. At the time, offering low priced goods in rural communities was the main company focus.
Today, Walmart operates over 11,000 stores in 28 countries, under 60 different brands names.
SURPRISING FACTS ABOUT WALMART FOOD
Yet despite its major global presence today , artificats from the early days of Walmart are few and far between, says Alan Dranow, the director of the Walmart Museum.
â€œWe had absolutely no artifacts, nothing from that store because nobody held onto them,â€ù Dranow told FoxNews.com. â€œNobody knew that Walmart was going to be what Walmart became or that Sam was going to become what he became.â€ù
Enter the doors from the very first Ben Franklin store.
Related Image Expand / Contract Photo courtesy of The Walmart Museum (Visitors take in an exhibit at the Walmart Museum in Bentonville, Ark. )
According to Dranow, the doors were kept for decades in a warehouse by Gene Ivy, co-owner of the Arkansas-based contractor Ivy Brothers Construction. The company was charged with renovating Waltonâ€™s first store in Newport in the 1960s-- and the original doors have been kept in storage since then.
Ivy kept the doors in his garage after he retired. When he died in 2014, one of his grandchildren contacted a Walmart employee about what to do with salvaged store relics. The Walmart Museum, which first opened in 1990 as the Walmart Visitor Center, was more than happy to take in the prized store relics this summer.
But Dranow admits the doors have seen their share of wear and tear.
""Because Waltonâ€™s store was so popular he had more traffic than anybody. The door is worn on the side where you push to get in,â€ù Dranow told FoxnNews.com. â€œTheyâ€™re not really in great condition. Basically they were just stored and never touched.â€ù
One door will live in Bentonville, and a second will soon be relocated to a place where millions of Americans can take in a bit of Walmart history every year-- the National Museum of American History in the nationâ€™s capital. No specific date has been set for the doorâ€™s displayâ€”a representative from the Smithsonian would not confirm when the new exhibit will open-- but Dranow says the shipping process is now coming into place.
HOSTESS LAUNCHES DEEP-FRIED TWINKIES EXCLUSIVELY AT
WALMART
â€œWeâ€™re preparing it [the door] for shipping because you canâ€™t just ship it on one of our trucks,â€ù says the museum director. â€œWeâ€™ve got thousands of trucks but this is not something you just put on a truck thatâ€™s shipping packaged product. It has to be shipped from an art shipper.â€ù
Sam Walton died in 1992 shortly after receiving the Presidential Medal of Freedom from President George H.W. Bush. Wal-Mart Stores Inc. is now the largest retailer in the world with over two million employees and nearly $500 billion in revenue.
Willie James Inman is a Fox News multimedia reporter based in Jackson, Mississippi. Follow him on twitter: @WillieJames"
foxnews,5 babies born in New York City with Zika-related birth defect since July,"In New York City, 14 infants have tested positive for Zika virus, five of which have shown evidence of whatâ€™s being called congenital Zika virus syndrome. In an alert sent to doctors, the cityâ€™s Department of Health and Mental Hygiene urged vigilance and continued to discourage women from traveling to areas battling the virus, The New York Times reported.
According to Wednesdayâ€™s alert, since July, at least four babies have been born in New York City with Zika-related symptoms, which can include microcephaly, in which the childâ€™s brain is severely underdeveloped. The Department of Health reported the first case of a baby born in New York City with microcephaly on July 22.
The New York Times reported that, as of Dec. 2, 962 city residents tested positive for Zika, including 325 pregnant women.
â€œTodayâ€™s news is a reminder that Zika continues to be a threat to pregnant women and their babies,â€ù said the cityâ€™s health commissioner, Dr. Mary T. Bassett, according to The New York Times.
â€œWe are closely following all babies born to mothers who test positive for Zika infection and will connect parents to available services to improve their childâ€™s quality of life,â€ù she added.
Pregnant women and women trying to become pregnant should avoid travel to parts of Central and South America, Mexico, the Caribbean, according to the New York Department of Health.
A report published in November found that Zika infection, which is spread by infected mosquitos, can cause a range of damaging symptoms, including a collapsed skull, eye scarring, severe muscle tension and brain calcifications.
The Zika virus set off worldwide concern after an outbreak in Brazil, where babies are now turning one and families continue to struggle with medical problems."
foxnews,Bizarre Oreos,"After turning red velvet cake, cinnamon buns and a host of other desserts into Oreo form, Nabisco is rolling out two limited edition fruit flavors for summer 2016.
The blueberry pie flavor, available exclusively at Target, is made with graham-flavored cookies and a light purple blueberry crÃ¨me filling. Fruity Crisp Oreos, an unofficial nod to Fruity Pebbles cereal, have a golden cookie shell but with rainbow rice crisps (that supposedly crackle on your tongue) in a plain vanilla crÃ¨me. Both flavors will hit store shelves in June."
foxnews,Newsmax May Tap Trump to Disrupt $85B AT&T-Time Warner Deal,"A media outfit with ties to President-elect Donald Trump is making plans to disrupt the planned merger between AT&T (T) and Time Warner (TWX), charging that the combination will create a monopoly that could silence conservative commentary on the airwaves, the FOX Business Network has learned.
Continue Reading Below
Newsmax, a conservative news and opinion website with a growing television component, is looking to short circuit the $85.4 billion merger as it plans an all-out public affairs war to convince Congress and the President-elect to nix the deal, its chief executive Chris Ruddy said in an interview with FOX Business.
Ruddy is voicing some of the same concerns levied by Trump during his presidential campaign. â€œAs an example of the power structure Iâ€™m fighting, AT&T is buying Time Warner and thus CNN, a deal we will not approve in my administration because itâ€™s too much concentration of power in the hands of too few,â€ù Trump said at a rally in October.
During his successful yet contentious presidential campaign, Trump often feuded with CNN over its coverage. Since being elected president, Trump hasnâ€™t voiced an opinion on the merger.
â€œI hear AT&T and Time Warner have hired most of the meaningful lobbyists in Washington to get this deal done,â€ù Ruddy told FOX Business. â€œBut I know Trump has concerns and many in Congress will agree that AT&T has too much power to decide what content Americans can watch.â€ù
Part of the allure of the deal, of course, is the marriage of AT&Tâ€™s cable and wireless distribution services with content supplied by Time Warner, which owns cable news network CNN and HBO.
Continue Reading Below ADVERTISEMENT
But Ruddy said given AT&Tâ€™s size and scope, it has the ability to squeeze out competing voices in favor of what he considers the liberalism of CNN, which will ultimately hurt consumers.
He pointed to his own negotiations with AT&T involving getting Newsmax television on AT&Tâ€™s DirectTV satellite distribution system. Ruddy said talks between the two sides to have Newsmax get back on the system recently became strained after AT&T announced the Time Warner deal in October.
A spokesman for AT&T didnâ€™t return a call for comment.
On Wednesday, the Senate Judiciary Committeeâ€™s Subcommittee on Antitrust held a hearing on the proposed deal. The committee oversees various federal agencies such as the Federal Communications Committee and the Justice Departmentâ€™s antitrust division, which will render a verdict on the transaction.
Lawmakers at times appeared skeptical about the dealâ€™s merits; some appeared to see justification in the notion that the combination will give AT&T too much power as a monopoly to set higher prices for consumers and possibly limit the distribution of content to favor Time Warnerâ€™s programming.
That said, it was unclear whether lawmakers or even Trump, now that heâ€™s been elected president, will expend political capital to kill the merger. At least one witness during the hearing, internet entrepreneur Mark Cuban, said cable companies like AT&T no longer have a monopoly on the distribution of information since consumers get so much of their content on websites like Facebook (FB) and Google (GOOGL).
But Ruddy believes he and his team will have Trumpâ€™s ear on the issue. The two met during Thanksgiving at Trumpâ€™s Mar-a-Lago Palm Beach estate as part of an informal gathering of people.
Ruddy says he will discuss the matter with Trump at some point soon and he will continue to press key lawmakers on the Judiciary Committee to kill the deal.
A spokeswoman for Trump didnâ€™t return calls for comment."
foxnews,"I'm a Democrat but I've gotta admit it's now Trump 2, Dems 0","Following President-elect Trump's surprise phone call on Friday with the Taiwanese President Tsai Ing-wen, the response has been predictable if not disheartening. Academics in D.C. this morning are claiming that, â€œTrumpâ€_doesnâ€™t have clue.â€ù An expert at the University of California added that the call was â€œimpulsive.â€ù
Regrettably, my Democratic Party pushed back too. By its measure, Trump demonstrated his â€œincompetenceâ€ù and threatened our national security. Senator Chris Murphy (D-CT) went so far as to say that Trumpâ€™s actions might push the nation into war with China.
What academics and my party donâ€™t understand is that heâ€™s not interested in starting a war. He simply recognizes that weâ€™re already in one. And heâ€™s giving voice to its long-suffering victims: millions of voters in places like North Carolina, Ohio, and Michigan.
To understand the battlefield, readers should travel to North Carolina and talk to the former workers at Alpha Aluminum. For decades, these swing-state voters produced foil for eventual use in cigarette packages. This past summer, however, over 100 American workers lost their jobs. The reason? Cheap Chinese aluminum imports.
The result? Carolinians are scrambling to feed their families while workers in faraway Zhenjiang collect what used to be an American paycheck.
The story of Alpha is the story of U.S. manufacturing for the past three decades. Economists in liberal enclaves pushed for â€œglobalization,â€ù arguing that cheap goods made abroad would fatten the pocketbooks of all us back here in the United States. Despite pleas from unions, our elected leaders happily agreed. Both Republicans and Democrats signed up for NAFTA and, later, Chinaâ€™s entry into the World Trade Organization.
But all did not go well. From steel plants in Ohio to furniture factories in North Carolina, American companies suddenly found themselves competing against Chinese labor that paid a few pennies to each of Joe Six Packâ€™s dollars. You donâ€™t need a PhD in Keynesian economics to predict the result: U.S. companies shut down, or moved operations abroad.
To be sure, Americans have gotten a lot of cheap goods in return for this deal. But thereâ€™s a catch: millions of voters no longer have the jobs â€“ or a livable income â€“ to afford them. Initially, economists believed that this would be a temporary condition. Surely, they argued, these unemployed workers would find new jobs that paid just as good as the old.
Last summer, however, academics released a study that took 38 pages to acknowledge the obvious: they were wrong. It turns out that our political class had sold off the American dream to the Chinese and given blue-collar workers â€“ and their communities â€“ an economic nightmare in its place.
But it gets worse. Thatâ€™s because China hasnâ€™t been content to just take American jobs through unfair competition. Theyâ€™re stealing them via cyber-warfare too.
Consider the case of U.S. Steel. In 2011, the Chinese government hacked its way into U.S. Steelâ€™s computer systems and stole trade secrets. They passed the information to an assortment of Chinese steel companies, allowing these competitors to produce advanced steel products. As a consequence, we lost market share, and jobs.
Or consider the case of American Superconductor, which produces advanced software for wind turbines. In 2011, the company discovered that the Chinese Government had stolen its source code, giving it to their own corporation Sinovel. The result? Over 600 American workers lost their jobs and the company took a $1 billion hit in shareholder value. Adding insult to injury, Chinaâ€™s Sinovel later sold its wind turbines to the State of Massachusetts, paid for with taxpayer dollars.
The Chinese goal in all of this is clear: grow their economy through theft, and at the expense of American innovation.
Smart Democrats know this. And, indeed, President Obama made a series of threats to the Chinese demanding that they stop. But, according to my former colleagues in the intelligence community, the hacking continues.
Enter President-elect Trump and his â€œundiplomaticâ€ù phone call.
Only Mr. Trump knows why he accepted the call from Chinaâ€™s nemesis, Taiwan President Tsai Ing-wen. But Trump spokeswoman Kellyanne Conway has made it clear that the President-elect was fully aware of the callâ€™s implications. And reporting from Trump insiders suggests that the phone call was part of a long-planned chess move to warn Beijing that our relationship was about to change.
Politically, Trump has now beaten Democrats twice in one week. His efforts in Indiana to save jobs at Carrier made him look tough and focused on the American worker. And now heâ€™s pushing back against the greatest job killer of all: Communist China.
So rather than bash Trump reflexively, I beg my party to be smarter. Stop broadcasting knee-jerk press releases over phone calls, especially when theyâ€™re designed to punish a thief. Instead, letâ€™s double down on Trumpâ€™s move.
How? Debt forgiveness.
China owns $1.3 trillion of U.S. debt, which is a massive burden that could otherwise go to the rebuilding of our inner cities and crumbling infrastructure. A savvy Democratic Party could suggest that Trump renegotiate that debt, deducting the total cost of what theyâ€™ve stolen from American industry â€“ and American workers. Costs of cyber warfare on the U.S. economy are calculated at some $250 billion a year. Trump should work with the CIA, NSA, and Departments of State and Treasury to tally Chinaâ€™s responsibility from that amount and make them pay through bare-knuckle negotiations.
Make no mistake, Democrats cannot simply be an echo chamber for the President-elect as he tackles tough issues abroad. The country needs a faithful opposition to hold him accountable, especially when it comes to conflicts of interest related to his many foreign resorts and buildings. To the point, there are troubling reports that heâ€™s considering a hotel deal in Taiwanâ€™s capital Taipei.
Still, we have to be smarter than simply being the Party of No, especially when it comes to taking on China. Not only is it a political loser, weâ€™ll be viewed as cowardly. Beijing has gotten away with economic murder for far too long. Itâ€™s time we fought back.
Bryan Dean Wright is a former CIA ops officer and member of the Democratic Party. He contributes on issues of politics, national security, and the economy. Follow him on Twitter @BryanDeanWright."
foxnews,Pearl Harbor @ 75: Seven incredible things that happened after the attack,"The [Japanese] could have landed anywhere on the coast, and after our handful of ammunition was gone, they could have shot us like pigs in a pen.
â€” Major General Joseph Warren Stilwell
Commander, Western Defense Command Southern Sector
(December 11, 1941)
Editor's note: It was still a peaceful morning on December 7, 1941 when the news came in from across the Pacific that Japanese aircraft had bombed Pearl Harbor. On the West Coast, the naÃ¯ve complacency that â€œit canâ€™t happen hereâ€ù abruptly rotated to the frenzied fear that â€œit can happen here, and it can happen at any moment!â€ù
In his new book, ""Panic on the Pacific: How America Prepared for a West Coast Invasion,"" noted historian and author Bill Yenne returns to the dark and fearful early months of World War II to examine the reaction of the people, the politicians, and the military to what was genuinely perceived as an immediate threat of a full-scale Japanese invasion. Here are seven things that you may not know happened on the West Coast after the Pearl Harbor attacks.
1. On December 7, the Japanese almost burned down their consulate in San Francisco.
At the Japanese Consulate on Jackson Street, Consul General Yoshio Muto and his secretary, Kazuyoshi Inagaki, were taken by surprise with the news that Pearl Harbor had been attackedâ€” just like everyone else in the city.
Their reaction was to get rid of all their sensitive files. They became so consumed with shoveling paperwork into the big fireplace, that the flames got out of control and almost consumed the sprawling mansion. The fire department had to be called.
2. General John DeWitt, the West Coast Army commander, grew so paranoid that he cancelled the Rose Bowl.
Being deathly afraid of a Japanese attack on the West Coast at any moment, the commander of the US Armyâ€™s Western Defense Command banned large gatherings. Among other things, DeWitt ordered that the Rose Bowl, which was always played in Pasadena, California on New Yearâ€™s Day, be cancelled.
Duke University generously offered to host the game at its stadium in Durham, North Carolina. Favored by 14, the Duke Blue Devils lost a close 20-16 game to Oregon State. It was the Beaversâ€™ only Rose Bowl victory ever.
3. The U.S. military had to borrow machine guns from Hollywood.
On the afternoon of December 7, Fritz Dickie at Stembridge Gun Rentals in Hollywood received a phone call from the U.S. Coast Guard. Stembridge operated what was known in the trade as the â€œGun Roomâ€ù on the Paramount Pictures lot. Founded in 1920 to supply firearms to the film industry, the facility was one of the biggest private arsenals anywhere. The Coast Guard needed guns â€” especially Thompson Submachine Guns. â€œWe loaded them on trucks and, by night, the guns which had been used mostly in gangster pictures were ready for the feared Japanese invasion,â€ù Dickie recalled.
4. Japanese Navy submarines did prowl the West Coast.
Beginning shortly after Pearl Harbor, a flotilla of Japanese submarines attacked shipping up and down the West Coast in a reign of terror that lasted until Christmas Eve. In one instance, people on the Pacific Coast Highway in California watched the submarine I-21 attack and sink the Union Oil Company tanker SS Montebello just a short distance offshore. â€œShe upended like a giant telephone pole and slowly settled into the sea,â€ù wrote a newspaper editor who witnessed the attack.
5. The West Coast actually was bombed by Japanese aircraft.
The Japanese air attack feared and predicted by General DeWitt and others immediately after Pearl Harbor actually did materializeâ€” though not for ten months. In September 1942, Warrant Officer Nobuo Fujita flew two bombing missions over southwestern Oregon in a seaplane that was carried in a water tight hangar on the deck of the submarine I-25. The object was to use incendiary bombs to start forest fires. It had been a damp summer that year and the fires did not spread
6. One Japanese Attack on the West Coast was a grudge match.
In addition to their attacks on merchant ships, the Japanese submarines shelled the coast three times, including strikes against Estevan Point in British Columbia and Fort Stevens in Oregon.
The first attack came on the evening of February 23, 1942, when Commander Kozo Nishino brought the I-17 from beneath the waves and ordered his deck gunners to begin lobbing shells at the Ellwood oil fields north of Santa Barbara, California. For Nishino, this was no random target. Before the war, he had been the captain of an oil tanker that came to load crude oil here. As he was coming ashore, he slipped and fell into a cactus. Workers on a nearby oil rig laughed at the sight of him plucking cactus spines from his posterior. Nishino swore to get even.
7. The Battle of Los Angeles, called a false alarm at the time, still raises questions.
On the night of February 24, 1942, after weeks of rumors of Japanese aircraft operating with impunity over the West Coast, reports deemed credible led air defense officials to order an alert.
As searchlights stabbed the night sky over Southern California, hundreds of people reported seeing unidentified aircraft in the sky. Long Beach Police Chief Joseph McClelland watched nine. At the Inglewood City Hall, policemen saw over 150. Anti-iaircraft guns responded with 1,440 large shells and countless .50-caliber rounds. Because of this, no American interceptors took off to join the fray.
There were dozens of reports of a large, round, slow-moving object in the sky. Some thought it to be a balloon, while others insisted it was definitely not.
Future UFO enthusiasts would, and still do, focus a great deal of attention on this aspect of the nightâ€™s excitement.
The next day in Washington, Secretary of War Henry Stimson confirmed that there â€œprobablyâ€ù were enemy aircraft. U.S. Army Chief of Staff General George Marshall said that â€œas many as 15 planes may have been involved.â€ù However, Navy Secretary Frank Knox announced that it was all a â€œfalse alarm.â€ù Because these conflicting initial assessments were never resolved, many people assumed that deliberate government obfuscation was in play.
To this day, the Battle of Los Angeles â€œcoverâ€‘upâ€ù still draws its own cadre of true believers whenever conspiracy theorists congregate.
Bill Yenne is the author of the recently released Panic on the Pacific, as well as more than three dozen other non fiction books, mainly on historical topics. He lives in San Francisco, three miles from the Pacific, and is on the web at www.BillYenne.com."
foxnews,Trump Picks WWE's Linda McMahon as Head of Small Business Administration,"Co-founder of wrestling franchise WWE is â€˜one of the countryâ€™s top female executivesâ€™
By PETER NICHOLAS | WSJ
President-elect Donald Trump named former professional-wrestling executive Linda McMahon as his pick to run the Small Business Administration.
Ms. McMahon, co-founder of the wrestling franchise WWE, ran unsuccessfully twice for U.S. Senate in Connecticut.
Ms. McMahon and her husband, Vince McMahon, have known Mr. Trump for several years. The president-elect has made several appearances on WWE programs."
foxnews,Buzz Aldrin in 'good spirits' in New Zealand hospital,"Trailblazing astronaut Buzz Aldrin is being treated for fluid in his lungs at a hospital in Christchurch, New Zealand following his evacuation from the South Pole, according to a statement published on his website.
Aldrin, who made history with Neil Armstrong in 1969 when they became the first men to walk on the moon, was evacuated from the Amundsen-Scott South Pole Station to another Antarctic station by the National Science Foundation on Thursday, local time, and then on to New Zealand.
â€œThe evacuation flight for Buzz Aldrin has successfully landed at Christchurch, New Zealand and he has been transferred to hospital for examination,â€ù a statement on BuzzAldrin.com reads. â€œHe is currently has [sic] fluid in his lungs but is responding well to antibiotics and being kept in overnight for observation.â€ù
Official statement about Buzz and his evacuation from the South Pole. He's recovering well in NZ. Full statement https://t.co/OacRI4577Z pic.twitter.com/QdrEaHuQHq â€” Buzz Aldrin (@TheRealBuzz) December 1, 2016
â€œHis condition is stable and his manager, who is currently with him, described him being in good spirits,â€ù the statement added. They also thanked the National Science Foundation for organizing the flights.
Aldrin, now 86, was part of an Antarctica sightseeing tour, along with son Andrew. The elder Aldrin was clearly excited about his adventure to the bottom of the world: ""South Pole here I come!"" he said via Twitter on Nov. 28.
South Pole here I come! #antarctica #WhiteDesert #GYATAntarctica pic.twitter.com/PPjfmKvanZ â€” Buzz Aldrin (@TheRealBuzz) November 29, 2016
The National Science Foundation helped provide the air lift via a ski-equipped LC-130 cargo plane from the Amundsen-Scott South Pole Station to McMurdo, and then on to New Zealand on another plane.
The Associated Press contributed to this report."
